AusweisNr,Geschlecht,Veranstaltung,Bundesland,Inhalt,Kompetenz,Schwierigkeitsgrad,Empfohlen,AlterInJahren,Lehrabschluss,Matura,WG
46238,Frau,Projekt,Steiermark,7,10,5,False,22,False,True,False
46239,Mann,Übung,Kärnten,8,10,8,False,26,False,False,True
46240,Frau,Übung,Kärnten,2,7,7,True,28,False,True,False
46241,Frau,Vorlesung,Steiermark,9,8,4,True,21,True,True,False
46242,Frau,Vorlesung,Steiermark,10,3,3,True,28,False,True,False
46243,Mann,Projekt,Kärnten,10,10,1,True,21,True,False,False
46244,Frau,Übung,Kärnten,8,0,9,True,29,True,False,False
46245,Frau,Übung,Steiermark,9,5,9,False,23,True,False,False
46246,Mann,Vorlesung,Wien,10,7,3,True,20,False,True,True
46247,Mann,Vorlesung,Steiermark,3,8,1,False,24,False,True,True
46248,Frau,Projekt,Steiermark,7,10,0,True,29,True,True,False
46249,Frau,Übung,Steiermark,8,10,4,False,22,False,False,False
46250,Frau,Übung,Wien,2,7,3,True,24,False,True,True
46251,Mann,Vorlesung,Kärnten,10,7,1,True,30,False,True,False
46252,Mann,Vorlesung,Kärnten,3,8,4,True,27,True,True,True
46253,Frau,Projekt,Steiermark,7,10,8,True,25,True,True,False
46254,Frau,Übung,Steiermark,8,10,9,True,27,True,False,False
46255,Frau,Übung,Wien,2,7,6,False,27,True,True,True
46256,Mann,Vorlesung,Wien,9,8,9,False,26,False,True,True
46257,Mann,Vorlesung,Steiermark,10,3,8,False,21,True,True,False
46258,Frau,Projekt,Kärnten,10,10,9,True,29,True,False,False
46259,Frau,Übung,Kärnten,8,0,0,False,20,False,False,True
46260,Frau,Übung,Steiermark,9,5,9,False,23,True,False,False
46261,Mann,Übung,Wien,10,7,1,True,30,False,True,False
46262,Mann,Übung,Steiermark,3,8,7,False,30,False,True,False
46263,Frau,Vorlesung,Steiermark,7,10,7,False,24,False,True,True
46264,Frau,Vorlesung,Steiermark,8,10,7,True,25,True,False,False
46265,Frau,Projekt,Wien,3,8,1,False,24,False,True,True
46266,Mann,Vorlesung,Steiermark,7,10,9,False,26,False,True,True
46267,Mann,Vorlesung,Wien,8,10,9,True,27,True,False,False
46268,Frau,Projekt,Wien,2,7,4,False,25,True,True,True
46269,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
46270,Frau,Übung,Kärnten,10,3,3,True,28,False,True,False
46271,Mann,Vorlesung,Kärnten,10,10,7,True,27,True,False,False
46272,Frau,Vorlesung,Steiermark,8,0,9,True,29,True,False,False
46273,Frau,Projekt,Kärnten,9,5,3,False,29,True,False,False
46274,Frau,Übung,Steiermark,10,7,4,False,21,True,True,False
46275,Mann,Übung,Wien,3,8,7,False,30,False,True,False
46276,Mann,Vorlesung,Wien,7,10,4,True,21,True,True,True
46277,Mann,Vorlesung,Steiermark,8,10,10,False,28,False,False,False
46278,Frau,Projekt,Kärnten,2,7,1,True,22,False,True,False
46279,Frau,Übung,Kärnten,10,7,6,False,23,True,True,True
46280,Frau,Übung,Steiermark,3,8,5,False,28,False,True,False
46281,Mann,Vorlesung,Kärnten,7,10,1,False,30,False,True,False
46282,Mann,Vorlesung,Kärnten,8,10,1,True,31,True,False,False
46283,Frau,Projekt,Steiermark,2,7,1,True,22,False,True,False
46284,Frau,Übung,Steiermark,9,8,4,True,21,True,True,False
46285,Frau,Übung,Wien,10,3,8,False,21,True,True,True
46286,Mann,Vorlesung,Wien,10,10,6,False,26,False,False,True
46287,Mann,Vorlesung,Steiermark,8,0,2,False,22,False,False,False
46288,Frau,Projekt,Kärnten,9,5,5,False,31,True,False,False
46289,Frau,Übung,Kärnten,2,7,8,False,29,True,True,True
46290,Frau,Übung,Steiermark,9,8,3,False,20,False,True,True
46291,Mann,Vorlesung,Wien,10,3,4,False,29,True,True,True
46292,Mann,Vorlesung,Steiermark,10,10,7,True,27,True,False,False
46293,Frau,Projekt,Wien,8,0,4,False,24,False,False,True
46294,Frau,Übung,Wien,9,5,4,True,30,False,False,False
46295,Frau,Übung,Steiermark,10,7,7,True,24,False,True,True
46296,Mann,Vorlesung,Kärnten,3,8,7,False,30,False,True,False
46297,Mann,Vorlesung,Kärnten,7,10,10,True,27,True,True,True
46298,Frau,Projekt,Steiermark,8,10,6,False,24,False,False,True
46299,Frau,Übung,Steiermark,3,8,4,True,27,True,True,False
46300,Frau,Übung,Wien,7,10,0,True,29,True,True,True
46301,Mann,Übung,Wien,8,10,0,False,30,False,False,False
46302,Mann,Übung,Steiermark,2,7,1,True,22,False,True,False
46303,Frau,Vorlesung,Kärnten,9,8,1,False,30,False,True,False
46304,Frau,Vorlesung,Kärnten,10,3,8,False,21,True,True,True
46305,Frau,Projekt,Steiermark,10,10,3,True,23,True,False,False
46306,Mann,Vorlesung,Wien,8,0,9,True,29,True,False,False
46307,Mann,Vorlesung,Steiermark,9,8,1,False,30,False,True,False
46308,Frau,Projekt,Steiermark,10,3,9,True,22,False,True,False
46309,Frau,Übung,Steiermark,10,10,2,False,22,False,False,False
46310,Frau,Übung,Wien,8,0,8,False,28,False,False,False
46311,Mann,Vorlesung,Steiermark,9,5,10,True,24,False,False,True
46312,Mann,Vorlesung,Wien,2,7,7,True,28,False,True,False
46313,Frau,Projekt,Wien,9,8,10,True,27,True,True,True
46314,Frau,Übung,Steiermark,10,3,4,False,29,True,True,False
46315,Frau,Übung,Kärnten,10,10,6,False,26,False,False,True
46316,Mann,Vorlesung,Kärnten,8,0,5,True,25,True,False,False
46317,Mann,Vorlesung,Steiermark,9,5,3,False,29,True,False,False
46318,Frau,Projekt,Kärnten,10,7,3,True,20,False,True,True
46319,Frau,Übung,Kärnten,3,8,9,False,20,False,True,True
46320,Frau,Übung,Steiermark,7,10,9,False,26,False,True,True
46321,Mann,Vorlesung,Wien,8,10,9,True,27,True,False,False
46322,Mann,Vorlesung,Steiermark,3,8,1,False,24,False,True,True
46323,Mann,Projekt,Steiermark,7,10,7,False,24,False,True,True
46324,Frau,Übung,Steiermark,8,10,3,True,21,True,False,False
46325,Frau,Übung,Wien,9,5,0,True,26,False,False,True
46326,Frau,Vorlesung,Kärnten,10,7,1,True,30,False,True,False
46327,Mann,Übung,Kärnten,3,8,1,False,24,False,True,True
46328,Frau,Übung,Steiermark,7,10,2,True,31,True,True,False
46329,Frau,Vorlesung,Steiermark,8,10,2,False,20,False,False,True
46330,Frau,Vorlesung,Wien,3,8,9,False,20,False,True,True
46331,Mann,Projekt,Wien,7,10,7,False,24,False,True,True
46332,Mann,Vorlesung,Steiermark,8,10,8,False,26,False,False,True
46333,Frau,Projekt,Kärnten,2,7,9,True,30,False,True,False
46334,Frau,Übung,Kärnten,9,8,8,True,25,True,True,True
46335,Frau,Übung,Steiermark,10,3,9,True,22,False,True,False
46336,Mann,Vorlesung,Wien,10,10,6,False,26,False,False,True
46337,Mann,Vorlesung,Steiermark,8,0,6,False,26,False,False,True
46338,Frau,Projekt,Steiermark,9,8,4,True,21,True,True,False
46339,Frau,Übung,Steiermark,10,3,0,False,25,True,True,False
46340,Frau,Übung,Wien,10,10,5,True,25,True,False,False
46341,Mann,Vorlesung,Wien,8,0,9,True,29,True,False,False
46342,Mann,Vorlesung,Steiermark,9,5,4,True,30,False,False,False
46343,Frau,Projekt,Kärnten,2,7,1,True,22,False,True,False
46344,Frau,Übung,Kärnten,9,8,3,False,20,False,True,True
46345,Frau,Übung,Steiermark,10,3,3,True,28,False,True,False
46346,Mann,Vorlesung,Wien,10,10,2,False,22,False,False,False
46347,Mann,Übung,Steiermark,8,0,10,False,30,False,False,False
46348,Frau,Übung,Kärnten,9,5,3,False,29,True,False,False
46349,Frau,Vorlesung,Kärnten,10,7,8,False,25,True,True,True
46350,Frau,Vorlesung,Steiermark,3,8,3,False,26,False,True,True
46351,Mann,Projekt,Wien,7,10,4,True,21,True,True,True
46352,Mann,Vorlesung,Steiermark,8,10,1,True,31,True,False,False
46353,Frau,Projekt,Wien,3,8,7,False,30,False,True,False
46354,Frau,Übung,Wien,7,10,9,False,26,False,True,True
46355,Frau,Übung,Steiermark,8,10,4,False,22,False,False,False
46356,Mann,Vorlesung,Kärnten,10,10,8,False,28,False,False,False
46357,Mann,Vorlesung,Kärnten,8,0,8,False,28,False,False,False
46358,Frau,Projekt,Steiermark,9,5,3,False,29,True,False,False
46359,Frau,Übung,Steiermark,10,7,10,False,27,True,True,False
46360,Frau,Übung,Wien,3,8,1,False,24,False,True,True
46361,Mann,Vorlesung,Wien,7,10,4,True,21,True,True,True
46362,Mann,Vorlesung,Steiermark,8,10,6,False,24,False,False,True
46363,Frau,Übung,Kärnten,3,8,6,True,29,True,True,True
46364,Frau,Übung,Kärnten,7,10,6,True,23,True,True,True
46365,Frau,Vorlesung,Steiermark,8,10,10,False,28,False,False,False
46366,Mann,Vorlesung,Wien,9,5,4,True,30,False,False,False
46367,Mann,Projekt,Steiermark,10,7,0,False,29,True,True,False
46368,Frau,Projekt,Steiermark,3,8,3,False,26,False,True,True
46369,Frau,Übung,Steiermark,7,10,4,True,21,True,True,False
46370,Mann,Übung,Wien,8,10,8,False,26,False,False,True
46371,Frau,Vorlesung,Kärnten,3,8,4,True,27,True,True,True
46372,Frau,Vorlesung,Kärnten,7,10,3,False,20,False,True,True
46373,Frau,Projekt,Steiermark,8,10,4,False,22,False,False,False
46374,Mann,Übung,Steiermark,2,7,3,True,24,False,True,True
46375,Frau,Übung,Wien,9,8,1,False,30,False,True,False
46376,Mann,Vorlesung,Wien,10,3,3,True,28,False,True,False
46377,Mann,Vorlesung,Steiermark,10,10,10,False,30,False,False,False
46378,Frau,Projekt,Kärnten,8,0,10,False,30,False,False,False
46379,Frau,Übung,Kärnten,9,8,7,False,24,False,True,True
46380,Frau,Übung,Steiermark,10,3,2,False,27,True,True,False
46381,Mann,Vorlesung,Wien,10,10,8,False,28,False,False,False
46382,Mann,Vorlesung,Steiermark,8,0,2,False,22,False,False,False
46383,Frau,Projekt,Steiermark,9,5,8,True,22,False,False,False
46384,Frau,Übung,Steiermark,2,7,5,True,26,False,True,True
46385,Frau,Übung,Wien,9,8,3,False,20,False,True,True
46386,Mann,Vorlesung,Kärnten,10,3,6,False,31,True,True,True
46387,Mann,Vorlesung,Kärnten,10,10,2,False,22,False,False,False
46388,Frau,Projekt,Steiermark,8,0,7,True,27,True,False,False
46389,Frau,Übung,Steiermark,9,5,2,True,28,False,False,False
46390,Frau,Übung,Wien,10,7,10,False,27,True,True,True
46391,Mann,Vorlesung,Wien,3,8,9,False,20,False,True,True
46392,Mann,Übung,Steiermark,7,10,3,False,20,False,True,True
46393,Frau,Übung,Kärnten,8,10,9,True,27,True,False,False
46394,Frau,Vorlesung,Kärnten,3,8,8,True,31,True,True,True
46395,Mann,Vorlesung,Steiermark,7,10,1,False,30,False,True,False
46396,Frau,Projekt,Wien,8,10,8,False,26,False,False,True
46397,Frau,Vorlesung,Steiermark,8,10,6,False,24,False,False,True
46398,Frau,Projekt,Steiermark,3,8,6,True,29,True,True,False
46399,Mann,Übung,Steiermark,7,10,8,True,25,True,True,False
46400,Frau,Übung,Wien,8,10,7,True,25,True,False,False
46401,Mann,Vorlesung,Kärnten,9,5,9,False,23,True,False,False
46402,Mann,Vorlesung,Kärnten,10,7,8,False,25,True,True,True
46403,Frau,Projekt,Steiermark,3,8,1,False,24,False,True,True
46404,Frau,Übung,Steiermark,7,10,8,True,25,True,True,False
46405,Frau,Übung,Wien,8,10,5,True,23,True,False,False
46406,Mann,Vorlesung,Wien,3,8,4,True,27,True,True,True
46407,Mann,Vorlesung,Steiermark,7,10,9,False,26,False,True,True
46408,Frau,Projekt,Wien,8,10,4,False,22,False,False,False
46409,Frau,Übung,Steiermark,2,7,5,True,26,False,True,True
46410,Frau,Übung,Steiermark,9,8,3,False,20,False,True,True
46411,Mann,Vorlesung,Steiermark,10,3,7,True,20,False,True,True
46412,Mann,Vorlesung,Wien,10,10,8,False,28,False,False,False
46413,Frau,Projekt,Steiermark,8,0,6,False,26,False,False,True
46414,Frau,Übung,Steiermark,9,8,3,False,20,False,True,True
46415,Frau,Übung,Wien,10,3,9,True,22,False,True,False
46416,Mann,Vorlesung,Kärnten,10,10,8,False,28,False,False,False
46417,Mann,Übung,Kärnten,8,0,8,False,28,False,False,False
46418,Frau,Übung,Steiermark,9,5,6,True,20,False,False,True
46419,Frau,Vorlesung,Steiermark,2,7,9,True,30,False,True,False
46420,Frau,Vorlesung,Wien,9,8,7,False,24,False,True,True
46421,Mann,Projekt,Wien,10,3,4,False,29,True,True,True
46422,Mann,Vorlesung,Steiermark,10,10,3,True,23,True,False,False
46423,Frau,Projekt,Kärnten,8,0,9,True,29,True,False,False
46424,Frau,Übung,Kärnten,9,5,8,True,22,False,False,False
46425,Frau,Übung,Steiermark,10,7,3,True,20,False,True,True
46426,Mann,Vorlesung,Wien,3,8,2,True,25,True,True,True
46427,Mann,Vorlesung,Steiermark,7,10,5,False,22,False,True,False
46428,Frau,Projekt,Wien,8,10,3,True,21,True,False,False
46429,Frau,Übung,Steiermark,3,8,1,False,24,False,True,True
46430,Frau,Übung,Steiermark,7,10,2,True,31,True,True,False
46431,Mann,Vorlesung,Steiermark,8,10,7,True,25,True,False,False
46432,Mann,Vorlesung,Wien,10,10,2,False,22,False,False,False
46433,Frau,Projekt,Steiermark,8,0,4,False,24,False,False,True
46434,Frau,Übung,Steiermark,9,5,4,True,30,False,False,False
46435,Frau,Übung,Wien,2,7,4,False,25,True,True,True
46436,Mann,Vorlesung,Wien,9,8,9,False,26,False,True,True
46437,Mann,Vorlesung,Steiermark,10,3,5,True,30,False,True,False
46438,Frau,Projekt,Kärnten,10,10,3,True,23,True,False,False
46439,Frau,Übung,Kärnten,8,0,4,False,24,False,False,True
46440,Frau,Übung,Steiermark,9,5,10,True,24,False,False,True
46441,Mann,Vorlesung,Wien,10,7,8,False,25,True,True,True
46442,Mann,Vorlesung,Steiermark,3,8,9,False,20,False,True,True
46443,Frau,Projekt,Steiermark,7,10,4,True,21,True,True,False
46444,Frau,Übung,Steiermark,8,10,9,True,27,True,False,False
46445,Frau,Übung,Wien,3,8,6,True,29,True,True,True
46446,Mann,Vorlesung,Kärnten,7,10,4,True,21,True,True,True
46447,Mann,Vorlesung,Kärnten,8,10,0,False,30,False,False,False
46448,Frau,Projekt,Steiermark,8,10,2,False,20,False,False,True
46449,Frau,Übung,Steiermark,3,8,8,True,31,True,True,False
46450,Frau,Übung,Wien,7,10,4,True,21,True,True,True
46451,Mann,Vorlesung,Wien,8,10,0,False,30,False,False,False
46452,Mann,Übung,Steiermark,9,5,2,True,28,False,False,False
46453,Frau,Übung,Kärnten,10,7,1,True,30,False,True,False
46454,Frau,Vorlesung,Steiermark,3,8,1,False,24,False,True,True
46455,Frau,Vorlesung,Wien,7,10,2,True,31,True,True,True
46456,Mann,Projekt,Steiermark,8,10,0,False,30,False,False,False
46457,Mann,Vorlesung,Steiermark,3,8,2,True,25,True,True,False
46458,Frau,Projekt,Steiermark,7,10,0,True,29,True,True,False
46459,Frau,Übung,Wien,8,10,1,True,31,True,False,False
46460,Frau,Übung,Wien,2,7,3,True,24,False,True,True
46461,Mann,Vorlesung,Kärnten,9,8,7,False,24,False,True,True
46462,Mann,Vorlesung,Kärnten,10,3,4,False,29,True,True,True
46463,Frau,Projekt,Steiermark,10,10,8,False,28,False,False,False
46464,Mann,Übung,Steiermark,8,0,6,False,26,False,False,True
46465,Frau,Übung,Wien,9,5,3,False,29,True,False,False
46466,Frau,Vorlesung,Wien,2,7,10,False,31,True,True,True
46467,Frau,Vorlesung,Steiermark,9,8,3,False,20,False,True,True
46468,Mann,Projekt,Kärnten,10,3,2,False,27,True,True,True
46469,Frau,Übung,Kärnten,10,10,1,True,21,True,False,False
46470,Frau,Übung,Steiermark,8,0,6,False,26,False,False,True
46471,Mann,Vorlesung,Steiermark,9,5,5,False,31,True,False,False
46472,Mann,Vorlesung,Wien,10,7,2,False,31,True,True,True
46473,Frau,Projekt,Steiermark,3,8,3,False,26,False,True,True
46474,Frau,Übung,Steiermark,7,10,3,False,20,False,True,True
46475,Frau,Übung,Steiermark,8,10,4,False,22,False,False,False
46476,Mann,Vorlesung,Wien,3,8,9,False,20,False,True,True
46477,Mann,Vorlesung,Kärnten,7,10,2,True,31,True,True,True
46478,Frau,Projekt,Steiermark,8,10,3,True,21,True,False,False
46479,Frau,Übung,Steiermark,8,10,3,True,21,True,False,False
46480,Mann,Übung,Wien,3,8,5,False,28,False,True,False
46481,Frau,Vorlesung,Wien,7,10,7,False,24,False,True,True
46482,Frau,Vorlesung,Steiermark,8,10,9,True,27,True,False,False
46483,Frau,Projekt,Kärnten,9,5,10,True,24,False,False,True
46484,Mann,Übung,Kärnten,10,7,6,False,23,True,True,True
46485,Frau,Übung,Steiermark,3,8,1,False,24,False,True,True
46486,Mann,Vorlesung,Steiermark,7,10,6,True,23,True,True,False
46487,Mann,Vorlesung,Wien,8,10,5,True,23,True,False,False
46488,Frau,Projekt,Steiermark,3,8,2,True,25,True,True,False
46489,Frau,Übung,Steiermark,7,10,3,False,20,False,True,True
46490,Frau,Übung,Steiermark,8,10,10,False,28,False,False,False
46491,Mann,Vorlesung,Wien,2,7,2,False,23,True,True,True
46492,Mann,Vorlesung,Kärnten,9,8,0,True,29,True,True,True
46493,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
46494,Frau,Übung,Steiermark,10,10,3,True,23,True,False,False
46495,Frau,Vorlesung,Wien,8,0,6,False,26,False,False,True
46496,Mann,Vorlesung,Wien,7,10,0,True,29,True,True,True
46497,Mann,Projekt,Steiermark,8,10,4,False,22,False,False,False
46498,Frau,Projekt,Kärnten,2,7,1,True,22,False,True,False
46499,Frau,Übung,Kärnten,9,8,1,False,30,False,True,False
46500,Frau,Übung,Steiermark,10,3,2,False,27,True,True,False
46501,Mann,Vorlesung,Wien,7,10,9,False,26,False,True,True
46502,Mann,Vorlesung,Steiermark,8,10,9,True,27,True,False,False
46503,Frau,Projekt,Steiermark,2,7,8,False,29,True,True,False
46504,Frau,Übung,Steiermark,9,8,7,False,24,False,True,True
46505,Frau,Übung,Wien,10,3,8,False,21,True,True,True
46506,Mann,Vorlesung,Steiermark,10,10,9,True,29,True,False,False
46507,Mann,Vorlesung,Steiermark,8,0,9,True,29,True,False,False
46508,Frau,Projekt,Steiermark,7,10,1,False,30,False,True,False
46509,Mann,Übung,Wien,8,10,2,False,20,False,False,True
46510,Frau,Übung,Wien,2,7,1,True,22,False,True,False
46511,Frau,Vorlesung,Wien,9,8,5,False,22,False,True,False
46512,Frau,Vorlesung,Steiermark,10,3,1,True,26,False,True,True
46513,Mann,Projekt,Kärnten,10,10,5,True,25,True,False,False
46514,Frau,Übung,Kärnten,8,0,8,False,28,False,False,False
46515,Frau,Übung,Steiermark,9,5,7,False,21,True,False,False
46516,Mann,Vorlesung,Wien,10,7,3,True,20,False,True,True
46517,Mann,Vorlesung,Steiermark,3,8,4,True,27,True,True,False
46518,Frau,Projekt,Steiermark,7,10,8,True,25,True,True,False
46519,Frau,Übung,Steiermark,8,10,4,False,22,False,False,False
46520,Frau,Übung,Steiermark,3,8,3,False,26,False,True,True
46521,Mann,Vorlesung,Wien,7,10,8,True,25,True,True,True
46522,Mann,Vorlesung,Steiermark,8,10,8,False,26,False,False,True
46523,Frau,Projekt,Steiermark,8,10,0,False,30,False,False,False
46524,Frau,Übung,Steiermark,3,8,3,False,26,False,True,True
46525,Frau,Übung,Wien,7,10,2,True,31,True,True,True
46526,Mann,Vorlesung,Wien,8,10,7,True,25,True,False,False
46527,Mann,Vorlesung,Steiermark,9,5,5,False,31,True,False,False
46528,Frau,Projekt,Kärnten,10,7,5,True,22,False,True,False
46529,Frau,Übung,Kärnten,3,8,3,False,26,False,True,True
46530,Frau,Übung,Steiermark,7,10,0,True,29,True,True,False
46531,Mann,Vorlesung,Wien,8,10,8,False,26,False,False,True
46532,Mann,Vorlesung,Steiermark,3,8,8,True,31,True,True,False
46533,Frau,Projekt,Steiermark,7,10,4,True,21,True,True,False
46534,Frau,Übung,Steiermark,8,10,2,False,20,False,False,True
46535,Frau,Übung,Wien,2,7,6,False,27,True,True,True
46536,Mann,Vorlesung,Kärnten,9,8,2,True,31,True,True,True
46537,Mann,Vorlesung,Kärnten,10,3,1,True,26,False,True,True
46538,Frau,Projekt,Steiermark,7,10,8,True,25,True,True,False
46539,Frau,Übung,Steiermark,8,10,3,True,21,True,False,False
46540,Frau,Übung,Wien,2,7,0,False,21,True,True,True
46541,Mann,Vorlesung,Wien,9,8,3,False,20,False,True,True
46542,Mann,Vorlesung,Steiermark,10,3,9,True,22,False,True,False
46543,Mann,Projekt,Kärnten,10,10,8,False,28,False,False,False
46544,Frau,Übung,Kärnten,8,0,5,True,25,True,False,False
46545,Frau,Übung,Steiermark,7,10,1,False,30,False,True,False
46546,Frau,Vorlesung,Wien,8,10,10,False,28,False,False,False
46547,Mann,Vorlesung,Steiermark,2,7,1,True,22,False,True,False
46548,Frau,Übung,Wien,9,8,9,False,26,False,True,True
46549,Frau,Übung,Steiermark,10,3,9,True,22,False,True,False
46550,Frau,Vorlesung,Steiermark,9,8,5,False,22,False,True,False
46551,Mann,Vorlesung,Steiermark,10,3,4,False,29,True,True,False
46552,Mann,Projekt,Wien,10,10,5,True,25,True,False,False
46553,Frau,Projekt,Steiermark,8,0,6,False,26,False,False,True
46554,Frau,Übung,Steiermark,7,10,2,True,31,True,True,False
46555,Frau,Übung,Wien,8,10,3,True,21,True,False,False
46556,Mann,Vorlesung,Wien,2,7,3,True,24,False,True,True
46557,Mann,Vorlesung,Steiermark,9,8,0,True,29,True,True,False
46558,Frau,Projekt,Kärnten,10,3,7,True,20,False,True,True
46559,Frau,Übung,Kärnten,9,8,7,False,24,False,True,True
46560,Frau,Übung,Steiermark,10,3,9,True,22,False,True,False
46561,Mann,Übung,Wien,7,10,9,False,26,False,True,True
46562,Mann,Übung,Steiermark,8,10,9,True,27,True,False,False
46563,Frau,Vorlesung,Steiermark,2,7,4,False,25,True,True,False
46564,Frau,Vorlesung,Steiermark,9,8,9,False,26,False,True,True
46565,Frau,Projekt,Wien,10,3,8,False,21,True,True,True
46566,Mann,Vorlesung,Kärnten,10,10,5,True,25,True,False,False
46567,Mann,Vorlesung,Kärnten,8,0,6,False,26,False,False,True
46568,Mann,Projekt,Steiermark,7,10,4,True,21,True,True,False
46569,Frau,Übung,Steiermark,8,10,8,False,26,False,False,True
46570,Frau,Übung,Wien,2,7,1,True,22,False,True,False
46571,Frau,Vorlesung,Wien,9,8,4,True,21,True,True,True
46572,Mann,Vorlesung,Kärnten,10,3,7,True,20,False,True,True
46573,Frau,Projekt,Kärnten,9,8,2,True,31,True,True,True
46574,Frau,Übung,Steiermark,10,3,8,False,21,True,True,False
46575,Frau,Übung,Wien,10,10,1,True,21,True,False,False
46576,Mann,Vorlesung,Steiermark,8,0,7,True,27,True,False,False
46577,Mann,Vorlesung,Steiermark,7,10,9,False,26,False,True,True
46578,Frau,Projekt,Steiermark,9,8,7,False,24,False,True,True
46579,Frau,Übung,Steiermark,10,3,4,False,29,True,True,False
46580,Frau,Übung,Wien,7,10,1,False,30,False,True,False
46581,Mann,Vorlesung,Kärnten,8,10,1,True,31,True,False,False
46582,Mann,Vorlesung,Kärnten,2,7,7,True,28,False,True,False
46583,Frau,Projekt,Steiermark,9,8,3,False,20,False,True,True
46584,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
46585,Frau,Übung,Wien,10,10,6,False,26,False,False,True
46586,Mann,Vorlesung,Wien,8,0,1,True,21,True,False,False
46587,Mann,Vorlesung,Steiermark,7,10,9,False,26,False,True,True
46588,Frau,Projekt,Kärnten,8,10,4,False,22,False,False,False
46589,Frau,Übung,Kärnten,2,7,3,True,24,False,True,True
46590,Frau,Übung,Steiermark,9,8,5,False,22,False,True,False
46591,Mann,Vorlesung,Wien,10,3,3,True,28,False,True,False
46592,Mann,Vorlesung,Steiermark,9,8,2,True,31,True,True,False
46593,Frau,Übung,Kärnten,10,3,9,True,22,False,True,False
46594,Frau,Übung,Kärnten,10,10,8,False,28,False,False,False
46595,Frau,Vorlesung,Steiermark,8,0,9,True,29,True,False,False
46596,Mann,Vorlesung,Wien,7,10,7,False,24,False,True,True
46597,Mann,Projekt,Steiermark,8,10,4,False,22,False,False,False
46598,Frau,Projekt,Steiermark,2,7,0,False,21,True,True,False
46599,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
46600,Frau,Übung,Wien,10,3,5,True,30,False,True,False
46601,Mann,Vorlesung,Wien,2,7,3,True,24,False,True,True
46602,Mann,Vorlesung,Steiermark,9,8,7,False,24,False,True,True
46603,Frau,Projekt,Kärnten,10,3,6,False,31,True,True,True
46604,Frau,Übung,Kärnten,9,8,8,True,25,True,True,True
46605,Frau,Übung,Steiermark,10,3,4,False,29,True,True,False
46606,Mann,Vorlesung,Wien,10,10,7,True,27,True,False,False
46607,Mann,Vorlesung,Steiermark,8,0,3,True,23,True,False,False
46608,Frau,Projekt,Steiermark,7,10,2,True,31,True,True,False
46609,Frau,Übung,Steiermark,8,10,6,False,24,False,False,True
46610,Frau,Übung,Wien,2,7,1,True,22,False,True,False
46611,Mann,Übung,Kärnten,9,8,8,True,25,True,True,True
46612,Mann,Übung,Kärnten,10,3,2,False,27,True,True,True
46613,Frau,Vorlesung,Steiermark,7,10,8,True,25,True,True,False
46614,Frau,Vorlesung,Steiermark,8,10,4,False,22,False,False,False
46615,Frau,Projekt,Wien,2,7,5,True,26,False,True,True
46616,Mann,Vorlesung,Wien,9,8,2,True,31,True,True,True
46617,Mann,Vorlesung,Steiermark,10,3,5,True,30,False,True,False
46618,Frau,Projekt,Kärnten,10,10,7,True,27,True,False,False
46619,Frau,Übung,Kärnten,8,0,2,False,22,False,False,False
46620,Frau,Übung,Kärnten,7,10,1,False,30,False,True,False
46621,Mann,Vorlesung,Steiermark,8,10,4,False,22,False,False,False
46622,Mann,Vorlesung,Wien,2,7,3,True,24,False,True,True
46623,Frau,Projekt,Steiermark,9,8,6,True,23,True,True,False
46624,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
46625,Frau,Übung,Wien,9,8,8,True,25,True,True,True
46626,Mann,Vorlesung,Kärnten,10,3,8,False,21,True,True,True
46627,Mann,Vorlesung,Kärnten,10,10,8,False,28,False,False,False
46628,Frau,Übung,Steiermark,8,0,4,False,24,False,False,True
46629,Frau,Übung,Steiermark,7,10,2,True,31,True,True,False
46630,Frau,Vorlesung,Wien,10,3,3,True,28,False,True,False
46631,Mann,Vorlesung,Wien,9,8,3,False,20,False,True,True
46632,Mann,Projekt,Steiermark,10,3,2,False,27,True,True,False
46633,Frau,Projekt,Kärnten,10,10,6,False,26,False,False,True
46634,Frau,Übung,Kärnten,8,0,9,True,29,True,False,False
46635,Frau,Übung,Steiermark,7,10,5,False,22,False,True,False
46636,Mann,Vorlesung,Wien,8,10,6,False,24,False,False,True
46637,Mann,Vorlesung,Steiermark,2,7,7,True,28,False,True,False
46638,Frau,Projekt,Steiermark,9,8,9,False,26,False,True,True
46639,Frau,Übung,Steiermark,10,3,8,False,21,True,True,False
46640,Frau,Übung,Wien,7,10,8,True,25,True,True,True
46641,Mann,Vorlesung,Kärnten,8,10,10,False,28,False,False,False
46642,Mann,Vorlesung,Kärnten,2,7,5,True,26,False,True,True
46643,Frau,Projekt,Kärnten,9,8,4,True,21,True,True,True
46644,Frau,Übung,Kärnten,10,3,9,True,22,False,True,False
46645,Frau,Übung,Steiermark,10,10,7,True,27,True,False,False
46646,Mann,Vorlesung,Wien,8,0,5,True,25,True,False,False
46647,Mann,Vorlesung,Steiermark,7,10,2,True,31,True,True,False
46648,Frau,Projekt,Steiermark,8,10,2,False,20,False,False,True
